src,dst,volume,path_nodes
12940,10177,1.000000001,"[12940, 11853, 10177]"
15270,10867,300.0,"[15270, 10867]"
11200,11853,1.0,"[11200, 11853]"
11200,12270,1.0,"[11200, 12270]"
15891,14704,63.0,"[15891, 14704]"
16325,16108,1.0,"[16325, 16108]"
16236,12355,1.0,"[16236, 12355]"
18441,13917,39.0,"[18441, 13917]"
16325,18941,193.0,"[16325, 18941]"
15483,18812,1.0,"[15483, 18812]"
12616,10916,3.0,"[12616, 10916]"
12616,10916,297.0,"[12616, 17522, 10916]"
18812,15651,1.0,"[18812, 15651]"
13509,19971,1.0,"[13509, 19971]"
10705,18799,211.0,"[10705, 18799]"
10916,18448,237.0,"[10916, 13563, 18448]"
12868,13165,66.0,"[12868, 13165]"
12868,13165,171.999999,"[12868, 11181, 13165]"
12868,13165,62.000001,"[12868, 11455, 13165]"
10916,11022,43.0,"[10916, 11022]"
12352,18799,119.0,"[12352, 18799]"
13555,16108,188.0,"[13555, 16108]"
14736,11455,1.0,"[14736, 11455]"
18542,18799,300.0,"[18542, 18799]"
11200,16339,1.0,"[11200, 16339]"
16117,15483,1.0,"[16117, 12746, 15483]"
15483,13170,1.0,"[15483, 13170]"
11112,15601,1.0,"[11112, 15601]"
10916,12355,185.0,"[10916, 12355]"
18542,15651,1.0,"[18542, 15651]"
10748,16855,1.0,"[10748, 14053, 16855]"
14234,13417,1.0,"[14234, 13165, 13417]"
17516,18827,146.0,"[17516, 18827]"
18812,14234,1.0,"[18812, 14234]"
15183,12352,300.0,"[15183, 12352]"
12652,14234,122.0,"[12652, 14234]"
10748,15724,1.0,"[10748, 13460, 15724]"
13563,11209,300.0,"[13563, 11209]"
14234,16108,1.0,"[14234, 13563, 16108]"
15077,19300,97.0,"[15077, 19300]"
11466,10044,1.0,"[11466, 10044]"
15483,17522,58.0,"[15483, 17522]"
11209,19273,1.0,"[11209, 19273]"
18441,17522,300.0,"[18441, 17522]"
15378,16236,300.0,"[15378, 16236]"
16117,17752,300.0,"[16117, 17752]"
13694,17464,300.0,"[13694, 17464]"
12940,15183,1.0,"[12940, 15183]"
18827,18812,300.0,"[18827, 18812]"
10705,15183,1.0,"[10705, 15183]"
18542,12633,1.0,"[18542, 15378, 12633]"
11112,10985,300.0,"[11112, 10985]"
12352,11147,1.0,"[12352, 10901, 11147]"
16028,13165,300.0,"[16028, 13165]"
11209,17223,300.0,"[11209, 17223]"
15601,15008,1.0,"[15601, 15008]"
13636,14053,1.0,"[13636, 14053]"
12868,16887,1.0,"[12868, 16887]"
13694,11561,163.0,"[13694, 11561]"
11112,16028,253.0,"[11112, 16028]"
15264,12652,300.0,"[15264, 12652]"
19333,15008,1.0,"[19333, 15008]"
12868,15264,95.0,"[12868, 13073, 15264]"
15483,12216,239.0,"[15483, 12216]"
15891,13170,300.0,"[15891, 13170]"
13555,17223,1.0,"[13555, 17223]"
12868,19273,300.0,"[12868, 19273]"
13417,19239,300.0,"[13417, 19239]"
10748,10269,1.0,"[10748, 11181, 10269]"
19300,16962,108.0,"[19300, 16962]"
18542,13917,201.0,"[18542, 13917]"
12940,13454,21.0,"[12940, 13454]"
19880,12355,1.0,"[19880, 15976, 12355]"
14519,11561,300.0,"[14519, 11561]"
12369,19915,300.0,"[12369, 19915]"
12205,19147,6.0,"[12205, 19147]"
16855,17504,1.0,"[16855, 13665, 17504]"
12940,18799,145.0,"[12940, 18799]"
17282,15241,1.0,"[17282, 15241]"
18827,16117,111.0,"[18827, 16117]"
14234,15651,50.0,"[14234, 15651]"
13694,12868,300.0,"[13694, 12868]"
17282,15651,300.0,"[17282, 15651]"
11147,13460,300.0,"[11147, 13460]"
12868,15270,1.0,"[12868, 11181, 15270]"
16117,19143,300.0,"[16117, 19143]"
17282,10867,300.0,"[17282, 10867]"
12868,10796,300.0,"[12868, 10796]"
10748,14704,1.0,"[10748, 13073, 14704]"
17282,16108,229.0,"[17282, 16108]"
12652,11209,1.0,"[12652, 11209]"
15891,18411,16.0,"[15891, 18411]"
12868,13454,98.0,"[12868, 10985, 13454]"
11561,16855,300.0,"[11561, 16855]"
15483,13073,185.0,"[15483, 13073]"
18441,17781,300.0,"[18441, 17781]"
10916,15183,1.0,"[10916, 15183]"
15008,10044,1.0,"[15008, 10044]"
15008,18411,1.0,"[15008, 10705, 18411]"
10044,19143,300.0,"[10044, 19143]"
10044,12616,163.0,"[10044, 12616]"
16117,15378,300.0,"[16117, 15378]"
17282,15378,1.0,"[17282, 15378]"
10916,17282,300.0,"[10916, 17282]"
11147,18812,1.0,"[11147, 18812]"
16236,19971,300.0,"[16236, 19971]"
13694,13088,1.0,"[13694, 13088]"
11147,11181,1.0,"[11147, 11181]"
13555,15264,300.0,"[13555, 15264]"
13417,13460,300.0,"[13417, 13460]"
12652,19147,300.0,"[12652, 19147]"
15891,12940,1.0,"[15891, 12652, 12940]"
15008,13665,76.0,"[15008, 13665]"
13636,18827,1.0,"[13636, 18827]"
19300,13100,11.0,"[19300, 13100]"
19915,19500,1.0,"[19915, 19500]"
12940,13917,1.0,"[12940, 13917]"
13636,13665,1.0,"[13636, 13665]"
18542,18941,234.0,"[18542, 18941]"
11112,19846,300.0,"[11112, 19846]"
10748,16962,246.0,"[10748, 16962]"
18542,10867,227.0,"[18542, 10867]"
15891,11466,1.0,"[15891, 19502, 11466]"
16236,19785,221.0,"[16236, 19785]"
19147,18812,300.0,"[19147, 18812]"
11200,18827,185.0,"[11200, 18827]"
18448,17464,300.0,"[18448, 17464]"
17010,12205,37.0,"[17010, 12205]"
15008,17522,1.0,"[15008, 17522]"
18542,17752,300.0,"[18542, 17752]"
16117,14704,300.0,"[16117, 14704]"
15008,10301,1.0,"[15008, 10301]"
13563,12652,128.0,"[13563, 12652]"
19915,13917,265.0,"[19915, 13917]"
16325,18827,1.0,"[16325, 18827]"
13694,17282,300.0,"[13694, 17282]"
13417,13563,1.0,"[13417, 13563]"
10748,16339,144.0,"[10748, 16339]"
11147,10657,300.0,"[11147, 10657]"
17738,13417,1.0,"[17738, 16325, 13417]"
11112,11853,300.0,"[11112, 11853]"
16325,10963,214.0,"[16325, 10963]"
10955,12352,300.0,"[10955, 12352]"
18219,18812,1.0,"[18219, 18812]"
16236,15948,300.0,"[16236, 15948]"
11853,12868,166.0,"[11853, 12868]"
10657,16236,1.0,"[10657, 16236]"
18542,13665,300.0,"[18542, 13665]"
16117,16887,1.0,"[16117, 16887]"
10568,13555,300.0,"[10568, 13555]"
16325,15241,1.0,"[16325, 15241]"
10867,14519,1.0,"[10867, 14519]"
11112,17738,1.0,"[11112, 17738]"
15483,10568,1.0,"[15483, 10568]"
12352,17781,1.0,"[12352, 10955, 17781]"
15483,11455,4.0,"[15483, 11455]"
13509,11163,300.0,"[13509, 11163]"
11112,15948,300.0,"[11112, 15948]"
18441,18812,1.0,"[18441, 16325, 18812]"
19915,10985,1.0,"[19915, 13582, 10985]"
10748,19239,112.0,"[10748, 19239]"
19500,12868,56.00000056,"[19500, 15241, 12868]"
19500,12868,79.99999944,"[19500, 10867, 12868]"
19915,11147,1.0,"[19915, 11147]"
18827,12633,1.0,"[18827, 17223, 12633]"
10568,10705,1.0,"[10568, 10705]"
18812,12216,1.0,"[18812, 12216]"
11200,10705,184.0,"[11200, 10705]"
12652,17522,1.0,"[12652, 17522]"
10916,11189,300.0,"[10916, 11189]"
10568,13417,230.0,"[10568, 13417]"
17282,11163,233.0,"[17282, 11163]"
11209,19430,300.0,"[11209, 19430]"
15891,10326,163.0,"[15891, 10326]"
15891,13694,1.0,"[15891, 13694]"
15891,19430,1.0,"[15891, 19430]"
19300,12355,1.0,"[19300, 12355]"
15008,11200,300.0,"[15008, 11200]"
13509,15891,1.0,"[13509, 15891]"
18941,16855,1.0,"[18941, 11261, 16855]"
13165,13417,1.0,"[13165, 13417]"
15008,10326,300.0,"[15008, 10326]"
19300,11181,300.0,"[19300, 17282, 11181]"
17010,12355,1.0,"[17010, 12355]"
18441,19785,1.0,"[18441, 13417, 19785]"
16236,11163,300.0,"[16236, 11163]"
18542,17282,300.0,"[18542, 17282]"
18542,10269,300.0,"[18542, 10269]"
16236,16117,283.0,"[16236, 16117]"
13636,10705,159.0,"[13636, 10705]"
15891,13917,300.0,"[15891, 13917]"
16236,15601,300.0,"[16236, 15601]"
18812,10657,300.0,"[18812, 10657]"
11147,14053,155.0,"[11147, 14053]"
11147,10301,122.0,"[11147, 10301]"
16325,15483,300.0,"[16325, 15483]"
11112,19273,300.0,"[11112, 19273]"
15183,15008,300.0,"[15183, 15008]"
15008,19430,1.0,"[15008, 19430]"
18827,11189,1.0,"[18827, 19502, 11189]"
13694,19143,1.0,"[13694, 19143]"
11200,18411,300.0,"[11200, 18411]"
11112,19502,1.0,"[11112, 19502]"
10916,15651,1.0,"[10916, 15651]"
11209,18110,68.0,"[11209, 18110]"
13917,12973,300.0,"[13917, 12973]"
15008,19273,1.0,"[15008, 19273]"
11209,14704,1.0,"[11209, 11022, 14704]"
19300,18411,1.0,"[19300, 18411]"
11022,15008,1.0,"[11022, 15008]"
12616,13417,85.0,"[12616, 13417]"
10916,17223,300.0,"[10916, 17223]"
18812,12633,1.0,"[18812, 15378, 12633]"
15183,12868,1.0,"[15183, 12205, 12868]"
11209,13917,1.0,"[11209, 13917]"
10916,13170,165.0,"[10916, 13170]"
15483,12355,1.0,"[15483, 12355]"
17282,16117,1.0,"[17282, 16117]"
16117,19502,90.0,"[16117, 19502]"
13636,19147,74.0,"[13636, 19147]"
12205,10044,87.0,"[12205, 10044]"
18812,11209,300.0,"[18812, 11209]"
13417,16683,130.0,"[13417, 16683]"
19430,11209,99.0,"[19430, 11209]"
17282,16683,1.0,"[17282, 16683]"
15241,11209,1.0,"[15241, 11209]"
19915,13665,236.0,"[19915, 13665]"
15601,12652,300.0,"[15601, 12652]"
11209,19147,300.0,"[11209, 19147]"
18542,10901,52.0,"[18542, 10901]"
16683,14519,1.0,"[16683, 19300, 14519]"
12652,18448,300.0,"[12652, 18448]"
13417,10955,1.0,"[13417, 10955]"
18542,12562,1.0,"[18542, 12562]"
19333,13417,300.0,"[19333, 13417]"
14519,13170,183.0,"[14519, 13170]"
15483,19502,300.0,"[15483, 19502]"
13555,10326,25.000000085,"[13555, 13989, 10326]"
13555,10326,270.0000008,"[13555, 19239, 10326]"
15891,10748,1.0,"[15891, 10748]"
11147,14736,8.0,"[11147, 14736]"
10748,17752,300.0,"[10748, 17752]"
19915,10657,1.0,"[19915, 10705, 10657]"
11200,10748,1.0,"[11200, 10748]"
11200,17282,90.0,"[11200, 17282]"
11200,17282,6.0,"[11200, 13509, 17282]"
16325,19430,8.0,"[16325, 19430]"
13636,19333,225.0,"[13636, 19333]"
18827,10705,271.0,"[18827, 10705]"
13694,10796,1.0,"[13694, 10796]"
10705,13165,103.0,"[10705, 13165]"
12352,19143,95.0,"[12352, 19143]"
19915,19333,224.0,"[19915, 19333]"
18827,11466,97.0,"[18827, 11466]"
11147,14358,1.0,"[11147, 14358]"
12352,13088,300.0,"[12352, 13088]"
18441,13563,1.0,"[18441, 13170, 13563]"
17282,10269,33.0,"[17282, 10269]"
13509,16117,45.0,"[13509, 16117]"
10748,10796,300.0,"[10748, 10796]"
11147,17781,269.0,"[11147, 17781]"
15378,17738,300.0,"[15378, 17738]"
13088,12352,64.0,"[13088, 12352]"
11200,10796,300.0,"[11200, 10796]"
18219,17282,300.0,"[18219, 17282]"
11112,15008,22.0,"[11112, 15008]"
16325,15848,1.0,"[16325, 15848]"
15008,12633,196.0,"[15008, 12633]"
12216,18827,300.0,"[12216, 18827]"
11112,14358,1.0,"[11112, 14358]"
11112,17781,300.0,"[11112, 17781]"
12940,10657,300.0,"[12940, 10657]"
16236,14234,216.0,"[16236, 14234]"
17282,19846,1.0,"[17282, 19846]"
12616,14234,95.0,"[12616, 16855, 14234]"
11112,18448,1.0,"[11112, 18448]"
19915,10269,300.0,"[19915, 13088, 10269]"
16117,15183,300.0,"[16117, 15183]"
15008,15651,1.0,"[15008, 15651]"
12352,14358,300.0,"[12352, 14358]"
10916,17738,300.0,"[10916, 17738]"
10705,10269,274.0,"[10705, 10269]"
18827,19846,1.0,"[18827, 19846]"
10705,10177,300.0,"[10705, 10177]"
13555,16339,1.0,"[13555, 19239, 16339]"
15483,13563,1.0,"[15483, 13563]"
17738,16236,1.0,"[17738, 16236]"
10301,12205,1.0,"[10301, 12205]"
18542,12868,1.0,"[18542, 11022, 12868]"
10568,10916,270.0,"[10568, 10916]"
11112,10796,300.0,"[11112, 10796]"
19300,18219,300.0,"[19300, 18219]"
19300,10748,1.0,"[19300, 10748]"
16683,12868,215.0,"[16683, 12868]"
10916,11561,300.0,"[10916, 11561]"
12352,18219,296.0,"[12352, 18219]"
16236,19502,1.0,"[16236, 13073, 19502]"
12205,12355,1.0,"[12205, 12355]"
13694,10316,300.0,"[13694, 10316]"
11209,16339,300.0,"[11209, 16339]"
13694,14358,300.0,"[13694, 14358]"
13555,10177,29.0,"[13555, 10177]"
11200,19239,300.0,"[11200, 19239]"
13694,17522,300.0,"[13694, 17522]"
18827,13665,1.0,"[18827, 19502, 13665]"
10748,14234,71.0,"[10748, 14234]"
13165,16117,1.0,"[13165, 13509, 16117]"
12868,15185,300.0,"[12868, 15185]"
16325,19971,300.0,"[16325, 19971]"
17282,12270,300.0,"[17282, 12270]"
11209,11466,18.0,"[11209, 11466]"
12355,14234,148.0,"[12355, 17010, 14234]"
13417,11163,158.0,"[13417, 11163]"
18542,12216,294.0,"[18542, 12216]"
18441,16117,300.0,"[18441, 16117]"
13509,10867,1.0,"[13509, 10867]"
18441,17282,1.0,"[18441, 17789, 17282]"
18827,13088,1.0,"[18827, 13088]"
14257,18448,300.0,"[14257, 18448]"
11112,12746,1.0,"[11112, 12746]"
17010,13417,268.0,"[17010, 13417]"
12652,13237,300.0,"[12652, 13237]"
16236,10796,292.0,"[16236, 10796]"
13509,12562,1.0,"[13509, 12562]"
11147,13454,90.0,"[11147, 13454]"
15891,11209,1.0,"[15891, 11209]"
12205,10748,43.0,"[12205, 10748]"
10705,12633,1.0,"[10705, 14278, 12633]"
16325,15264,1.0,"[16325, 13460, 15264]"
18441,19239,6.0,"[18441, 19239]"
18441,19239,294.0,"[18441, 13489, 19239]"
13555,18941,1.0,"[13555, 18941]"
16325,11209,1.0,"[16325, 11209]"
15483,19134,1.0,"[15483, 19134]"
18827,19143,1.0,"[18827, 19143]"
16325,18411,46.0,"[16325, 18411]"
10705,19239,1.0,"[10705, 19239]"
10963,15848,1.0,"[10963, 15848]"
10568,18827,300.0,"[10568, 18827]"
16236,15378,300.0,"[16236, 15378]"
16193,14234,1.0,"[16193, 14234]"
16962,14519,224.0,"[16962, 14519]"
18441,19500,1.0,"[18441, 19500]"
16236,19500,1.0,"[16236, 19500]"
15724,14519,1.0,"[15724, 14519]"
18812,14736,1.0,"[18812, 11455, 14736]"
12205,11200,1.0,"[12205, 11200]"
12652,10748,189.0,"[12652, 10748]"
17789,15008,300.0,"[17789, 15008]"
12352,19273,97.0,"[12352, 19273]"
14278,16236,45.0,"[14278, 16236]"
15378,12205,1.0,"[15378, 12205]"
11147,15185,174.0,"[11147, 15185]"
16236,14704,154.0,"[16236, 14704]"
17282,11022,300.0,"[17282, 11022]"
18812,17781,1.0,"[18812, 17781]"
15483,15724,300.0,"[15483, 15724]"
12352,16683,300.0,"[12352, 16683]"
13509,14053,40.0,"[13509, 14053]"
12868,14053,86.000001,"[12868, 14053]"
12868,14053,213.999999,"[12868, 13237, 14053]"
15378,16117,300.0,"[15378, 16117]"
16236,10705,300.0,"[16236, 10705]"
17282,19143,199.0,"[17282, 19143]"
13694,16683,1.0,"[13694, 15483, 16683]"
14234,16193,300.0,"[14234, 16193]"
19300,10316,300.0,"[19300, 10316]"
12868,19502,286.00000128,"[12868, 19502]"
12868,19502,1.9999999872,"[12868, 13073, 19502]"
15483,12369,63.0,"[15483, 12369]"
18219,16683,1.0,"[18219, 16683]"
18827,12216,300.0,"[18827, 12216]"
12652,11181,240.0,"[12652, 11181]"
15008,11022,1.0,"[15008, 12652, 11022]"
13555,16028,300.0,"[13555, 16028]"
18827,12652,67.0,"[18827, 12652]"
13636,18411,1.0,"[13636, 18411]"
15483,19785,1.0,"[15483, 19785]"
16117,10867,1.0,"[16117, 10867]"
18827,15724,297.0,"[18827, 15724]"
19500,12205,41.0,"[19500, 12205]"
16855,15848,1.0,"[16855, 17522, 15848]"
11112,13917,300.0,"[11112, 13917]"
10705,11853,1.0,"[10705, 11853]"
17282,18812,80.0,"[17282, 18812]"
12352,15378,1.0,"[12352, 15378]"
18542,15264,44.000001,"[18542, 15264]"
18542,15264,255.999999,"[18542, 13460, 15264]"
19846,16887,135.0,"[19846, 16887]"
12216,12652,1.0,"[12216, 12652]"
18827,13454,1.0,"[18827, 13454]"
18219,13509,1.0,"[18219, 13509]"
12652,10796,97.0,"[12652, 10796]"
12652,10796,31.0,"[12652, 12940, 10796]"
18542,18219,174.0,"[18542, 18219]"
12352,17522,300.0,"[12352, 17522]"
11147,19147,107.0,"[11147, 19147]"
12205,15378,1.0,"[12205, 15378]"
12652,11022,67.0,"[12652, 11022]"
12205,11209,181.0,"[12205, 11209]"
12940,19846,1.0,"[12940, 19846]"
16325,19785,1.0,"[16325, 19785]"
16117,12369,1.0,"[16117, 12369]"
10748,19273,1.0,"[10748, 19273]"
12868,11163,1.0,"[12868, 11455, 11163]"
10916,13840,1.0,"[10916, 13840]"
13417,14234,52.0,"[13417, 19502, 14234]"
18411,10796,203.0,"[18411, 10796]"
11261,15008,1.0,"[11261, 15008]"
16236,15724,1.0,"[16236, 13460, 15724]"
11200,14358,1.0,"[11200, 14358]"
18219,10748,300.0,"[18219, 10748]"
15483,14053,1.0,"[15483, 18219, 14053]"
14234,17464,1.0,"[14234, 10916, 17464]"
12940,10963,191.0,"[12940, 10963]"
18542,14358,300.0,"[18542, 14358]"
17223,14519,1.0,"[17223, 19300, 14519]"
13694,15183,146.0,"[13694, 15183]"
19915,13073,300.0,"[19915, 13073]"
12562,12369,221.0,"[12562, 12369]"
10963,10916,300.0,"[10963, 10916]"
13694,19300,300.0,"[13694, 19300]"
19300,19785,1.0,"[19300, 19785]"
17522,13417,1.0,"[17522, 13417]"
18542,14704,285.0,"[18542, 14704]"
18827,13917,300.0,"[18827, 13917]"
12355,13417,300.0,"[12355, 13417]"
12940,15241,300.0,"[12940, 15241]"
11147,16028,25.0,"[11147, 16028]"
18812,12746,273.0,"[18812, 12746]"
11209,11181,300.0,"[11209, 11181]"
12940,13460,60.999999,"[12940, 13460]"
12940,13460,239.000001,"[12940, 18542, 13460]"
13555,18812,1.0,"[13555, 18812]"
11112,16962,1.0,"[11112, 16962]"
18827,19239,300.0,"[18827, 19239]"
11112,18110,1.0,"[11112, 18110]"
12205,17522,1.0,"[12205, 17522]"
17223,18110,236.0,"[17223, 18110]"
19846,11209,1.0,"[19846, 13165, 11209]"
11209,11200,110.0,"[11209, 11200]"
19300,13665,1.0,"[19300, 13665]"
19300,13460,114.0,"[19300, 13460]"
18827,17738,283.0,"[18827, 17738]"
10748,17282,1.0,"[10748, 17282]"
16236,12652,300.0,"[16236, 12652]"
11200,17752,103.0,"[11200, 17752]"
18827,10326,62.000001,"[18827, 13989, 10326]"
18827,10326,237.99999899999997,"[18827, 17223, 10326]"
19300,12369,282.0,"[19300, 12369]"
10955,11147,1.0,"[10955, 12205, 11147]"
11200,15891,94.0,"[11200, 15891]"
16117,11147,252.0,"[16117, 11147]"
10568,10901,1.0,"[10568, 18110, 10901]"
12940,10705,300.0,"[12940, 10705]"
13555,17522,300.0,"[13555, 17522]"
14234,11466,300.0,"[14234, 11466]"
11200,13563,90.0,"[11200, 13563]"
19300,16855,300.0,"[19300, 16855]"
10867,15270,1.0,"[10867, 15270]"
18441,16108,1.0,"[18441, 13170, 16108]"
10568,19239,1.0,"[10568, 13555, 19239]"
11112,14704,300.0,"[11112, 14704]"
16117,14053,300.0,"[16117, 14053]"
18542,18110,300.0,"[18542, 18110]"
13509,13563,168.0,"[13509, 13563]"
13555,13917,1.0,"[13555, 13917]"
16117,17781,192.0,"[16117, 17781]"
16325,13917,1.0,"[16325, 13917]"
18441,11163,57.0,"[18441, 11163]"
11200,10326,28.0,"[11200, 10326]"
19915,15948,1.0,"[19915, 10705, 15948]"
12352,10748,300.0,"[12352, 10748]"
12205,18827,28.0,"[12205, 18827]"
11112,13073,188.0,"[11112, 13073]"
15483,16855,218.0,"[15483, 16855]"
10916,10748,269.99999916,"[10916, 10748]"
10916,10748,0.9999999999,"[10916, 14053, 10748]"
10748,12652,300.0,"[10748, 12652]"
11209,13237,300.0,"[11209, 13237]"
13417,19273,300.0,"[13417, 19273]"
10044,12205,1.0,"[10044, 18149, 12205]"
18827,10657,1.0,"[18827, 10657]"
13694,19333,300.0,"[13694, 19333]"
11200,13170,255.0,"[11200, 13170]"
11200,13170,45.0,"[11200, 13509, 13170]"
11147,13073,126.0,"[11147, 13073]"
10748,13170,1.0,"[10748, 13170]"
10748,15241,64.0,"[10748, 15241]"
16325,17522,300.0,"[16325, 17522]"
10705,13088,1.0,"[10705, 13088]"
13694,18448,1.0,"[13694, 18448]"
12355,18827,1.0,"[12355, 18827]"
19300,19333,47.0,"[19300, 19333]"
13170,12652,1.0,"[13170, 12652]"
12940,17223,18.0,"[12940, 17223]"
16325,10301,300.0,"[16325, 10301]"
13636,17781,300.0,"[13636, 17781]"
13509,11189,1.0,"[13509, 11189]"
10301,12868,1.0,"[10301, 12205, 12868]"
10963,12652,1.0,"[10963, 13165, 12652]"
18812,13237,270.0,"[18812, 13237]"
13489,16236,1.0,"[13489, 16236]"
16236,18219,270.0,"[16236, 18219]"
17282,10796,1.0,"[17282, 10796]"
16325,11853,300.0,"[16325, 11853]"
18812,19239,204.0,"[18812, 19239]"
11112,18219,1.0,"[11112, 18219]"
18812,11181,300.0,"[18812, 11181]"
11147,15483,1.0,"[11147, 15483]"
16117,18411,300.0,"[16117, 18411]"
15264,14519,300.0,"[15264, 14519]"
10568,11200,1.0,"[10568, 11200]"
19915,18411,1.0,"[19915, 18411]"
19300,11561,1.0,"[19300, 11561]"
19300,11022,1.0,"[19300, 12652, 11022]"
19333,11209,102.0,"[19333, 11209]"
13582,12868,300.0,"[13582, 12868]"
10705,10044,279.0,"[10705, 10044]"
19300,14704,297.0,"[19300, 14704]"
12652,19500,1.0,"[12652, 19500]"
12352,13582,1.0,"[12352, 19273, 13582]"
19915,12652,300.0,"[19915, 12652]"
16117,13237,300.0,"[16117, 13237]"
11147,13582,1.0,"[11147, 12940, 13582]"
13417,16962,300.0,"[13417, 16962]"
12652,13917,300.0,"[12652, 13917]"
18542,13694,300.0,"[18542, 13694]"
15077,10916,184.0,"[15077, 10916]"
12205,19239,1.0,"[12205, 19239]"
14234,17752,1.0,"[14234, 19846, 17752]"
13694,10568,27.0,"[13694, 10568]"
18219,12652,300.0,"[18219, 12652]"
11200,10963,90.0,"[11200, 10963]"
18542,18448,300.0,"[18542, 18448]"
12868,14234,300.0,"[12868, 14234]"
12205,18110,300.0,"[12205, 18110]"
13694,15891,1.0,"[13694, 15724, 15891]"
14234,15185,9.0,"[14234, 15185]"
12616,11466,1.0,"[12616, 16855, 11466]"
17282,13582,217.0,"[17282, 13582]"
11561,15008,300.0,"[11561, 15008]"
15891,13582,1.0,"[15891, 13582]"
17516,10044,300.0,"[17516, 18941, 10044]"
19500,16236,47.000001090000005,"[19500, 15241, 16236]"
19500,16236,239.99999891,"[19500, 11147, 16236]"
11112,15724,300.0,"[11112, 15724]"
14358,16855,125.0,"[14358, 16855]"
18812,10985,300.0,"[18812, 10985]"
10705,12355,223.0,"[10705, 12355]"
12352,11466,1.0,"[12352, 11466]"
18827,15601,1.0,"[18827, 15601]"
10044,18448,281.0,"[10044, 18448]"
11147,19239,1.0,"[11147, 19239]"
18441,13100,1.0,"[18441, 13636, 13100]"
12562,12352,276.0,"[12562, 12352]"
15483,10657,1.0,"[15483, 13694, 10657]"
13509,16962,300.0,"[13509, 16962]"
12940,19785,44.0,"[12940, 19785]"
18812,12270,257.0,"[18812, 12270]"
15008,16108,1.0,"[15008, 16108]"
12652,16108,1.0,"[12652, 16108]"
11147,10326,69.0,"[11147, 10326]"
13509,18448,291.0,"[13509, 18448]"
15891,19273,13.0,"[15891, 19273]"
18827,15008,108.0,"[18827, 15008]"
10916,11181,1.0,"[10916, 11181]"
13555,16117,1.0,"[13555, 16117]"
16325,14736,1.0,"[16325, 14736]"
10916,15948,184.0,"[10916, 15948]"
16108,12652,128.0,"[16108, 12652]"
19500,15008,270.0,"[19500, 15008]"
19500,15008,30.0,"[19500, 11147, 15008]"
13417,19147,300.0,"[13417, 19147]"
13509,15948,278.0,"[13509, 15948]"
16117,19971,76.0,"[16117, 19971]"
11147,15601,300.0,"[11147, 15601]"
12940,13563,113.0,"[12940, 13563]"
10796,12205,1.0,"[10796, 12205]"
14358,12205,300.0,"[14358, 12205]"
18441,19147,1.0,"[18441, 13636, 19147]"
18542,15948,1.0,"[18542, 15948]"
11112,19430,1.0,"[11112, 19430]"
11209,18941,1.0,"[11209, 18941]"
10705,13694,1.0,"[10705, 13694]"
12205,19333,300.0,"[12205, 19333]"
11112,11147,1.0,"[11112, 11147]"
12652,15651,1.0,"[12652, 15651]"
11209,15651,136.0,"[11209, 15651]"
19300,14278,300.0,"[19300, 14278]"
15008,16887,300.0,"[15008, 16887]"
16236,13582,1.0,"[16236, 13582]"
10916,11209,176.0,"[10916, 11209]"
